File,FSL,Genus,species,AT,Lab_ID,Trial,HTST_Temp,PlateType,Storage_Temp,Day
Lonestar ESL Isolates.xlsx#Sheet1,L8-0679,,,,4-85-3-D28-4,4,85,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0680,,,,4-85-3-D28-5,4,85,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0681,,,,4-85-3-D28-6,4,85,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0682,,,,4-90-3-D28-1,4,90,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0683,,,,4-90-3-D28-2,4,90,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0684,,,,4-90-3-D28-3,4,90,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0685,,,,4-90-3-D28-4,4,90,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0686,,,,4-75-6.5-D28-1,4,75,,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0687,,,,4-75-6.5-D28-2,4,75,,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0688,,,,4-75-6.5-D28-3,4,75,,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0689,,,,4-85-6.5-D28-1,4,85,,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0690,,,,4-85-6.5-D28-2,4,85,,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0691,,,,4-CVTA-75-6.5-D28-1,4,75,CVTA,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0692,,,,4-CVTA-85-6.5-D28-1,4,85,CVTA,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0693,,,,4-90-6.5-D28-1,4,90,,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0694,,,,4-85-3-D35-1,4,85,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0695,,,,4-85-3-D35-2,4,85,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0696,,,,4-85-3-D35-3,4,85,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0697,,,,4-90-3-D35-1,4,90,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0698,,,,4-90-3-D35-2,4,90,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0699,,,,4-90-3-D35-3,4,90,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0700,,,,4-75-6.5-D35-1,4,75,,6.5,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0701,,,,4-85-6.5-D35-1,4,85,,6.5,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0702,,,,4-75-3-D42-1,4,75,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0703,,,,4-75-3-D42-2,4,75,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0704,,,,4-75-3-D42-3,4,75,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0705,,,,4-85-3-D42-1,4,85,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0706,,,,4-85-3-D42-2,4,85,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0707,,,,4-85-3-D42-3,4,85,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0708,,,,4-85-3-D42-4,4,85,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0709,,,,4-90-3-D42-1,4,90,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0710,,,,4-90-3-D42-2,4,90,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0711,,,,4-90-3-D42-3,4,90,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0712,,,,4-CVTA-85-3-D42-1,4,85,CVTA,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0713,,,,4-75-3-D35-1,4,75,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0714,,,,4-75-3-D35-2,4,75,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0715,,,,4-75-3-D35-3,4,75,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0716,,,,4-90-6.5-D35-1,4,90,,6.5,35
